iteration,episode,avg_score,best_score,best_avg_score
235,160867,1.9989960000000004,1.9997,1.999144
236,161708,1.9990469999999996,1.9997,1.999144
237,162502,1.9990099999999997,1.9997,1.999144
238,163327,1.9989770000000004,1.9997,1.999144
239,164149,1.998982,1.9997,1.999144
240,164978,1.9990329999999998,1.9997,1.999144
241,165802,1.9990609999999998,1.9997,1.999144
242,166624,1.9990839999999996,1.9997,1.999144
243,167484,1.9990490000000003,1.9997,1.999144
244,168310,1.9990630000000003,1.9997,1.999144
245,169152,1.9990079999999997,1.9997,1.999144
246,169972,1.9989919999999999,1.9997,1.999144
247,170790,1.9990140000000003,1.9997,1.999144
248,171633,1.999083,1.9997,1.999144
249,172462,1.999011,1.9997,1.999144
250,173279,1.999054,1.9997,1.999144
251,174099,1.999032,1.9997,1.999144
252,174942,1.998946,1.9997,1.999144
253,175769,1.9990240000000004,1.9997,1.999144
254,176601,1.9989980000000005,1.9997,1.999144
255,177423,1.9990279999999998,1.9997,1.999144
256,178231,1.999064,1.9997,1.999144
257,179057,1.9990180000000004,1.9997,1.999144
258,179881,1.999005,1.9997,1.999144
259,180714,1.999046,1.9997,1.999144
260,181556,1.9990119999999998,1.9997,1.999144
261,182400,1.998997,1.9997,1.999144
262,183238,1.9990350000000003,1.9997,1.999144
263,184077,1.999036,1.9997,1.999144
264,184901,1.9990660000000002,1.9997,1.999144
265,185711,1.999069,1.9997,1.999144
266,186549,1.9990740000000002,1.9997,1.999144
267,187383,1.9990679999999998,1.9997,1.999144
268,188217,1.9990129999999997,1.9997,1.999144
269,189060,1.9990989999999997,1.9997,1.999144
270,189874,1.999015,1.9997,1.999144
271,190694,1.9989630000000005,1.9997,1.999144
272,191537,1.9990070000000002,1.9997,1.999144
273,192341,1.9990820000000002,1.9997,1.999144
274,193169,1.999006,1.9997,1.999144
275,193986,1.999011,1.9997,1.999144
276,194826,1.999011,1.9997,1.999144
277,195654,1.9990669999999997,1.9997,1.999144
278,196478,1.9990180000000004,1.9997,1.999144
279,197307,1.9990709999999998,1.9997,1.999144
280,198135,1.9989850000000002,1.9997,1.999144
281,198974,1.9989539999999997,1.9997,1.999144
282,199791,1.9789139999999998,1.9997,1.999144
283,200609,1.999009,1.9997,1.999144
284,201437,1.9789349999999999,1.9997,1.999144
285,202251,1.998905,1.9997,1.999144
286,203062,1.999044,1.9997,1.999144
287,203898,1.9990600000000003,1.9997,1.999144
288,204724,1.998981,1.9997,1.999144
289,205538,1.9990960000000002,1.9997,1.999144
290,206353,1.9990599999999998,1.9997,1.999144
291,207191,1.999011,1.9997,1.999144
292,208013,1.9989689999999996,1.9997,1.999144
293,208827,1.9989490000000005,1.9997,1.999144
294,209676,1.999076,1.9997,1.999144
295,210468,1.9990050000000001,1.9997,1.999144
296,211297,1.9990290000000004,1.9997,1.999144
297,212139,1.999027,1.9997,1.999144
298,212974,1.9990369999999995,1.9997,1.999144
299,213780,1.9788830000000002,1.9997,1.999144
300,214630,1.9989599999999998,1.9997,1.999144
301,215443,1.999067,1.9997,1.999144
302,216274,1.9990430000000003,1.9997,1.999144
303,217113,1.9990620000000001,1.9997,1.999144
304,217954,1.9990550000000005,1.9997,1.999144
305,218746,1.9989759999999999,1.9997,1.999144
306,219549,1.9788480000000002,1.9997,1.999144
307,220366,1.9990220000000003,1.9997,1.999144
308,221171,1.9990070000000002,1.9997,1.999144
309,222008,1.9990290000000002,1.9997,1.999144
310,222823,1.9990040000000004,1.9997,1.999144
311,223668,1.9990359999999998,1.9997,1.999144
312,224492,1.978964,1.9997,1.999144
313,225315,1.999047,1.9997,1.999144
314,226103,1.9989689999999998,1.9997,1.999144
315,226943,1.978956,1.9997,1.999144
316,227782,1.998993,1.9997,1.999144
317,228618,1.9989789999999998,1.9997,1.999144
318,229441,1.9989820000000003,1.9997,1.999144
319,230256,1.9990709999999998,1.9997,1.999144
320,231113,1.9990620000000001,1.9997,1.999144
321,231958,1.9990990000000002,1.9997,1.999144
322,232781,1.9990229999999998,1.9997,1.999144
323,233596,1.999034,1.9997,1.999144
324,234385,1.9990399999999997,1.9997,1.999144
325,235220,1.998965,1.9997,1.999144
326,236034,1.9990050000000001,1.9997,1.999144
327,236849,1.9990059999999996,1.9997,1.999144
328,237686,1.9990050000000001,1.9997,1.999144
329,238505,1.999027,1.9997,1.999144
330,239329,1.998965,1.9997,1.999144
331,240160,1.999013,1.9997,1.999144
332,240976,1.9990200000000002,1.9997,1.999144
333,241791,1.9989750000000002,1.9997,1.999144
334,242636,1.9990299999999999,1.9997,1.999144
335,243469,1.9990420000000002,1.9997,1.999144
336,244314,1.999066,1.9997,1.999144
337,245163,1.999006,1.9997,1.999144
338,246002,1.9990490000000003,1.9997,1.999144
339,246827,1.9989740000000003,1.9997,1.999144
340,247662,1.999,1.9997,1.999144
